,credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.util,not.fully.paid,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
54,1,0.1596,94.88,10.86283777,12.57,627,1409.0,92.3,0,False,True,False,False,False,False
55,1,0.1059,398.69,11.00209984,17.12,747,14008.95833,8.1,0,False,False,False,False,False,True
56,1,0.1154,39.6,9.903487553,2.04,662,1139.0,75.8,0,True,False,False,False,False,False
57,1,0.1343,678.08,11.88448902,10.15,682,4209.958333,74.1,1,True,False,False,False,False,False
58,1,0.1249,401.37,11.22524339,15.0,682,4479.0,93.4,0,True,False,False,False,False,False
59,1,0.0964,205.45,11.00209984,7.72,712,2293.958333,69.3,0,False,False,False,False,False,False
60,1,0.1186,397.75,11.08214255,7.14,682,8730.0,71.9,0,False,True,False,False,False,False
61,1,0.0743,155.38,10.59663473,2.55,772,8189.958333,14.0,0,False,False,False,False,False,False
62,1,0.1028,113.39,9.903487553,1.5,682,1410.0,32.4,0,False,False,False,False,False,False
63,1,0.1186,99.44,10.49551521,7.47,667,2550.0,70.9,0,False,True,False,False,False,False
64,1,0.0807,109.79,11.49272276,8.52,752,4979.958333,6.0,0,True,False,False,False,False,False
65,1,0.1059,32.55,10.43382164,14.47,687,1110.0,36.9,1,False,False,False,False,False,False
66,1,0.0996,112.87,11.26446411,11.06,702,4979.958333,20.5,0,False,False,False,False,False,False
67,1,0.0964,160.51,11.77528973,8.55,712,5940.0,40.2,0,False,True,False,False,False,False
68,1,0.1375,340.57,10.46310334,17.38,707,2699.958333,65.9,0,False,True,False,False,False,False
69,1,0.0775,156.11,12.32385568,6.48,752,5339.958333,2.3,0,False,False,False,True,False,False
70,1,0.0743,155.38,11.15625052,4.56,812,9809.0,1.0,0,True,False,False,False,False,False
71,1,0.0807,235.25,11.91839057,2.72,757,5202.0,24.4,0,False,False,False,True,False,False
72,1,0.0996,257.99,10.77895629,15.13,722,2640.0,47.8,0,False,True,False,False,False,False
73,1,0.1501,225.37,12.26904744,6.45,677,6240.0,75.3,1,False,False,False,False,False,True
74,1,0.0964,80.26,11.22524339,20.0,772,4920.958333,3.8,1,False,False,False,True,False,False
75,1,0.128,84.0,10.37349118,20.0,682,5492.0,35.1,1,False,False,False,True,False,False
76,1,0.1122,507.46,10.59663473,13.5,712,5368.958333,34.3,1,False,True,False,False,False,False
77,1,0.0743,124.31,10.59663473,3.45,772,1739.958333,11.0,0,False,False,True,False,False,False
78,1,0.087,63.32,11.15625052,6.07,712,2550.0,19.8,0,True,False,False,False,False,False
79,1,0.1091,130.79,9.798127037,18.0,707,2192.0,79.6,0,False,False,False,False,False,False
80,1,0.0775,93.67,11.73606902,2.14,762,8370.0,1.0,0,False,False,False,True,False,False
81,1,0.0775,93.67,10.81977828,5.35,762,8370.0,0.7,0,False,False,False,False,False,False
82,1,0.087,88.65,11.69524702,15.0,742,3026.0,14.9,0,False,False,False,False,False,False
83,1,0.0964,128.41,11.51292546,15.0,722,3026.0,14.9,0,False,False,False,False,False,False
84,1,0.087,94.98,11.03488966,12.23,737,2729.958333,30.7,0,False,False,False,True,False,False
85,1,0.1217,179.8,10.46310334,7.1,662,2944.0,36.2,0,False,True,False,False,False,False
86,1,0.1533,444.05,11.00209984,19.52,667,2700.958333,68.8,0,True,False,False,False,False,False
87,1,0.0775,124.89,11.03165864,3.46,747,2519.0,17.1,0,False,False,False,False,False,False
88,1,0.1533,644.3,11.40756495,5.24,662,1770.0,62.2,0,True,False,False,False,False,False
89,1,0.0964,642.02,11.47210347,2.86,737,2190.0,42.5,1,False,False,False,False,False,True
90,1,0.1154,104.76,9.61580548,12.24,672,1289.958333,55.1,1,False,False,False,False,False,True
91,1,0.1122,157.66,10.30895266,12.36,682,1770.0,86.1,0,False,True,False,False,False,False
92,1,0.087,383.87,11.91839057,4.8,767,13349.95833,39.1,0,False,True,False,False,False,False
93,1,0.1122,217.6,11.38509209,18.0,702,3725.0,26.1,0,True,False,False,False,False,False
94,1,0.0807,297.99,11.05089001,3.49,792,5939.0,9.2,0,False,False,False,False,False,False
95,1,0.0775,156.11,10.71441777,5.0,762,2131.0,5.6,0,False,True,False,False,False,False
96,1,0.1154,329.95,12.32385568,20.0,727,10292.0,44.8,0,False,True,False,False,False,False
97,1,0.0807,313.67,12.06104687,0.72,787,8010.0,5.6,0,False,False,False,False,False,False
98,1,0.0807,297.99,11.40756495,2.44,792,8717.958333,9.6,0,False,False,False,False,False,False
99,1,0.0933,239.65,11.44035477,9.66,792,4529.0,0.0,0,False,False,False,True,False,False
100,1,0.0712,61.87,11.6784399,0.43,772,5936.0,18.5,0,False,True,False,False,False,False
101,1,0.1186,94.47,10.71441777,2.8,667,5460.0,75.0,0,False,False,False,False,False,False
102,1,0.1501,73.68,11.47210347,16.89,702,4080.0,0.0,1,False,False,False,False,False,True
103,1,0.0807,313.67,11.91839057,5.84,792,5364.958333,3.7,0,False,False,False,True,False,False
104,1,0.0933,543.2,11.22524339,9.55,762,5699.958333,16.6,0,False,True,False,False,False,False
105,1,0.0807,313.67,11.35040654,3.11,797,5363.958333,3.7,0,False,False,False,True,False,False
106,1,0.1217,266.37,11.15625052,10.2,672,3598.958333,39.5,1,True,False,False,False,False,False
107,1,0.1028,210.6,10.71441777,5.87,692,1741.958333,42.2,0,False,True,False,False,False,False
108,1,0.1249,234.15,10.04324949,5.01,662,1110.0,81.9,0,False,False,False,False,False,False
109,1,0.1028,323.99,11.69524702,14.4,722,4679.958333,77.5,0,False,True,False,False,False,False
110,1,0.1059,235.96,10.95080655,7.22,712,5519.0,77.3,0,True,False,False,False,False,False
111,1,0.1438,352.22,11.1844214,17.83,687,1289.958333,6.5,0,False,True,False,False,False,False
112,1,0.0743,117.31,11.69524702,0.0,772,3929.958333,0.0,0,False,False,False,False,False,False
113,1,0.0712,64.96,11.60823564,0.22,812,16213.0,0.3,0,False,True,False,False,False,False
114,1,0.1565,699.69,11.42954386,1.53,667,3603.958333,56.4,0,False,False,False,False,False,True
115,1,0.1059,195.27,9.852194258,8.15,692,3089.958333,86.1,0,False,False,True,False,False,False
116,1,0.1122,295.59,10.3859137,22.15,747,2788.958333,45.8,0,True,False,False,False,False,False
117,1,0.1122,217.59,10.81977828,18.38,707,3359.0,2.4,0,False,False,False,False,False,True
118,1,0.1375,263.09,11.03811028,9.8,677,3089.958333,81.0,1,False,True,False,False,False,False
119,1,0.1467,248.43,10.95080655,20.76,667,3750.0,69.1,0,False,True,False,False,False,False
120,1,0.1028,194.4,11.37710574,10.6,692,2489.958333,63.9,0,True,False,False,False,False,False
121,1,0.1249,301.04,10.57131693,5.08,667,3690.0,62.9,1,False,True,False,False,False,False
122,1,0.0743,163.92,11.35040654,2.64,782,9210.0,16.0,0,False,False,False,False,False,False
123,1,0.1028,150.66,10.727663,3.26,687,6509.958333,35.0,1,False,False,False,False,False,False
124,1,0.1122,217.59,10.9525594,13.77,682,2160.0,95.7,0,False,True,False,False,False,False
125,1,0.1312,85.23,10.59663473,20.67,692,5250.0,30.5,0,False,False,False,True,False,False
126,1,0.1122,328.43,10.30895266,20.4,742,3270.0,0.0,0,False,False,False,False,False,False
127,1,0.0807,165.47,10.91508846,12.0,797,8790.0,19.2,0,False,False,False,False,False,False
128,1,0.1091,140.6,10.49127422,9.87,707,1560.0,44.0,0,False,True,False,False,False,False
129,1,0.1028,98.01,11.40756495,9.13,697,3300.0,97.8,0,False,False,False,False,False,False
130,1,0.1217,166.48,9.210340372,0.0,662,2250.0,54.7,1,False,False,False,False,False,True
131,1,0.1249,284.32,11.35040654,6.38,667,7229.958333,12.0,0,False,False,False,False,False,True
132,1,0.1438,194.15,13.08154138,2.4,697,2759.958333,60.4,0,False,False,False,False,False,True
133,1,0.1028,138.51,10.34174248,24.81,767,5789.958333,24.6,0,False,False,False,False,False,False
134,1,0.1249,70.25,9.433483923,14.4,662,1469.0,91.6,1,False,True,False,False,False,False
135,1,0.0838,252.1,11.56171563,9.71,752,3508.958333,44.7,0,True,False,False,False,False,False
136,1,0.0901,263.19,11.69524702,12.16,742,9719.958333,29.9,0,False,False,False,False,False,False
137,1,0.0933,104.65,11.03488966,3.83,702,3690.0,41.9,0,False,False,False,False,False,False
138,1,0.0807,172.53,10.89673933,6.29,742,5100.0,68.9,0,False,True,False,False,False,False
139,1,0.0996,38.7,10.37349118,1.13,677,1920.0,76.6,0,True,False,False,False,False,False
140,1,0.1249,100.35,10.2791805,12.77,662,1110.0,51.5,1,False,False,True,False,False,False
141,1,0.128,335.98,10.50232405,18.92,682,2219.0,50.4,0,False,True,False,False,False,False
142,1,0.1091,163.49,10.57131693,11.78,707,4889.0,33.4,1,False,False,False,False,False,False
143,1,0.0996,32.25,10.46310334,5.83,687,2158.958333,3.0,1,False,False,False,False,False,False
144,1,0.0996,96.75,9.798127037,15.4,707,11248.95833,40.4,0,False,False,True,False,False,False
145,1,0.1059,72.42,11.00209984,8.14,707,4800.0,62.0,1,False,False,False,False,False,False
146,1,0.0964,90.68,11.15625052,18.0,732,3691.0,10.0,0,False,False,False,False,False,True
147,1,0.0807,259.58,10.79957558,9.89,772,9870.0,17.1,0,False,False,False,False,False,False
148,1,0.0964,169.32,11.15625052,17.57,737,5429.958333,38.0,0,False,False,False,False,False,False
149,1,0.1154,205.4,10.71441777,17.76,717,1500.0,23.2,0,True,False,False,False,False,False
150,1,0.1312,162.01,11.35040654,16.87,707,9059.958333,54.3,1,False,True,False,False,False,False
151,1,0.1028,226.8,10.92233487,10.05,692,1890.0,33.8,0,False,True,False,False,False,False
152,1,0.1059,162.73,9.61580548,24.4,737,3209.958333,0.0,0,False,False,False,False,False,False
153,1,0.1154,158.38,10.1266311,18.19,672,2586.0,81.8,0,False,True,False,False,False,False
154,1,0.0901,795.11,10.95080655,8.93,822,9696.958333,0.5,0,False,False,False,False,False,True
155,1,0.0996,158.83,11.33857208,4.84,727,6330.0,50.1,0,False,True,False,False,False,False
156,1,0.1028,97.2,10.54534144,19.93,687,2580.0,96.5,0,False,False,False,False,False,False
157,1,0.1154,263.97,10.81977828,8.04,672,3089.0,4.5,0,False,True,False,False,False,False
158,1,0.1091,404.62,10.75177778,16.39,692,5640.0,39.9,0,False,False,False,False,False,True
159,1,0.0775,307.53,11.15625052,9.09,797,6089.958333,4.5,0,False,False,False,False,False,False
160,1,0.128,839.95,11.22524339,24.85,722,6330.0,74.7,1,False,True,False,False,False,False
161,1,0.1059,269.31,11.59910316,24.01,767,4665.958333,71.2,1,False,False,False,False,False,False
162,1,0.1186,265.18,10.858999,11.31,667,1560.0,74.3,0,False,True,False,False,False,False
163,1,0.0964,802.47,11.26446411,0.8,732,2129.958333,22.1,0,False,False,False,True,False,False
164,1,0.1091,505.16,11.69524702,16.97,697,9659.0,44.5,1,False,True,False,False,False,False
165,1,0.0901,318.05,12.52452638,2.97,712,4919.0,80.2,1,False,False,False,True,False,False
166,1,0.0838,315.12,10.30895266,4.2,737,1560.0,19.0,0,False,False,True,False,False,False
167,1,0.1091,130.79,9.574983486,8.92,672,1140.0,61.3,0,False,False,False,False,False,False
168,1,0.1059,227.82,11.05879518,8.5,682,6839.958333,79.0,0,False,True,False,False,False,False
169,1,0.0996,643.36,11.66134547,13.07,727,10529.95833,82.9,0,True,False,False,False,False,False
170,1,0.147,51.78,10.1266311,3.84,632,1530.0,61.9,0,False,False,False,False,False,False
171,1,0.0901,572.48,10.62132735,15.37,747,7500.0,18.5,0,False,False,True,False,False,False
172,1,0.0775,149.87,9.952277717,6.34,752,3029.0,25.5,0,False,False,False,False,False,False
173,1,0.0996,96.75,11.03488966,11.98,682,1799.0,83.2,0,False,False,False,False,False,False
174,1,0.0712,92.8,11.44035477,0.0,812,8250.0,1.2,0,False,False,False,True,False,False
175,1,0.1091,192.09,11.09741002,19.82,677,4290.0,89.5,0,True,False,False,False,False,False
176,1,0.1154,593.92,10.20359214,10.8,682,5050.0,75.5,0,False,False,False,False,False,False
177,1,0.1091,392.36,10.46310334,15.74,692,1500.041667,54.5,0,False,True,False,False,False,False
178,1,0.0775,156.11,10.858999,9.55,767,12960.04167,7.3,0,False,False,True,False,False,False
179,1,0.1028,155.52,10.46310334,7.51,687,2795.0,68.7,0,False,True,False,False,False,False
180,1,0.1028,485.99,11.38509209,11.95,702,5070.0,94.7,0,True,False,False,False,False,False
181,1,0.1028,116.64,10.30895266,7.88,687,5130.041667,71.7,0,False,False,False,False,False,False
182,1,0.1122,223.34,10.83958091,18.68,682,1889.041667,87.9,1,False,True,False,False,False,False
183,1,0.0775,149.87,9.903487553,10.26,757,6330.041667,30.4,0,True,False,False,False,False,False
184,1,0.1154,211.17,11.46163217,1.83,667,3421.041667,23.2,0,False,False,True,False,False,False
185,1,0.0743,186.45,11.13730067,6.11,777,7440.041667,5.6,0,False,True,False,False,False,False
186,1,0.0933,790.86,11.00209984,0.82,767,2100.0,6.8,0,False,True,False,False,False,False
187,1,0.0901,795.11,13.33100224,3.83,782,3660.0,6.6,1,False,False,False,False,False,True
188,1,0.087,126.65,10.69194491,18.71,747,3630.0,12.6,0,True,False,False,False,False,False
189,1,0.1091,294.27,11.28978191,17.17,677,3840.041667,82.3,0,True,False,False,False,False,False
190,1,0.1091,404.62,11.28978191,9.23,687,2519.0,96.5,0,False,True,False,False,False,False
191,1,0.1186,397.77,11.91839057,20.48,687,4452.041667,51.6,0,False,True,False,False,False,False
192,1,0.0743,178.68,11.46163217,1.2,812,16259.04167,0.3,0,False,True,False,False,False,False
193,1,0.1028,29.16,9.392661929,16.7,687,2069.0,65.6,1,False,False,True,False,False,False
194,1,0.0996,417.62,11.42954386,6.48,712,5610.041667,23.8,0,False,False,False,False,False,True
195,1,0.1059,130.18,11.03488966,17.81,682,6330.041667,68.5,0,True,False,False,False,False,False
196,1,0.1122,98.53,10.40134951,22.79,682,9389.0,85.3,0,False,False,False,False,False,False
197,1,0.0807,15.69,9.798127037,4.27,722,1470.0,0.0,0,False,False,False,False,False,False
198,1,0.1091,523.14,12.20607265,10.7,697,7320.0,73.7,0,True,False,False,False,False,False
199,1,0.087,557.23,11.9381932,0.12,757,1128.041667,5.0,0,False,False,False,False,False,False
200,1,0.1122,315.3,10.65725935,14.6,677,3630.0,4.2,0,False,False,False,False,False,False
201,1,0.1154,527.93,10.70099475,12.16,682,2130.0,57.7,1,False,True,False,False,False,False
202,1,0.0743,93.23,11.1844214,11.18,757,4500.041667,29.6,0,False,False,False,False,True,False
203,1,0.0775,202.94,10.77895629,13.53,787,10260.04167,8.9,0,False,True,False,False,False,False
204,1,0.1186,165.74,10.59663473,7.02,667,2789.041667,75.8,1,False,True,False,False,False,False
205,1,0.1028,158.76,10.69194491,15.3,692,4410.0,23.8,1,False,False,False,False,False,False
206,1,0.1028,485.99,10.81977828,11.88,702,7020.041667,33.7,0,False,True,False,False,False,False
207,1,0.0996,322.49,11.19134184,10.28,702,4920.041667,98.6,1,False,False,False,False,False,False
208,1,0.087,189.97,10.08580911,19.45,757,3870.041667,40.0,0,False,True,False,False,False,False
209,1,0.1217,376.24,10.42228135,23.96,712,3030.041667,49.0,0,False,True,False,False,False,False
210,1,0.1217,599.33,11.61045137,18.3,682,4379.0,81.4,0,False,True,False,False,False,False
211,1,0.1217,132.35,10.20359214,23.2,702,5279.041667,39.2,1,False,True,False,False,False,False
212,1,0.1186,828.69,10.858999,9.74,712,4859.041667,60.5,0,False,False,False,False,False,True
213,1,0.1091,604.88,10.858999,17.56,707,8061.0,43.0,0,True,False,False,False,False,False
214,1,0.087,538.23,10.93131966,11.51,747,6240.041667,48.1,0,False,True,False,False,False,False
215,1,0.0933,172.55,10.6454249,16.09,707,2220.0,61.2,0,True,False,False,False,False,False
216,1,0.1091,604.88,10.49127422,4.67,697,1410.0,0.2,0,False,False,False,False,False,True
217,1,0.0996,290.24,10.54534144,3.38,697,1782.0,55.1,0,False,False,False,False,False,False
218,1,0.1186,530.36,11.36674295,15.1,682,3900.0,4.8,1,False,False,False,False,True,False
219,1,0.087,158.31,10.08580911,6.15,722,1350.0,25.3,0,False,False,False,False,False,False
220,1,0.1059,390.54,10.30895266,19.84,702,2042.041667,71.9,0,False,True,False,False,False,False
221,1,0.1249,301.04,10.858999,4.98,662,6630.041667,72.6,0,True,False,False,False,False,False
222,1,0.1154,659.91,11.47210347,17.81,707,3629.0,0.0,1,False,False,False,False,False,True
223,1,0.0743,217.52,10.66895539,1.65,777,2879.0,9.5,0,False,False,False,False,False,True
224,1,0.1028,388.79,11.48246626,5.58,697,4800.041667,30.0,0,False,False,False,True,False,False
225,1,0.087,158.31,10.77895629,0.38,717,12930.04167,7.3,0,False,False,False,False,True,False
226,1,0.1217,319.64,11.00209984,19.28,672,4740.0,91.7,1,False,True,False,False,False,False
227,1,0.1028,103.68,11.22524339,9.7,682,12780.0,45.3,0,True,False,False,False,False,False
228,1,0.0964,154.08,11.00209984,12.94,697,2969.041667,9.9,0,False,False,False,True,False,False
229,1,0.1059,650.9,11.58988651,11.96,707,5070.0,97.7,0,False,True,False,False,False,False
230,1,0.1375,81.74,10.75790288,24.08,667,2820.0,75.8,0,False,False,False,False,False,False
231,1,0.0901,238.54,9.875088078,10.37,712,1230.041667,43.7,0,False,False,False,False,False,False
232,1,0.128,335.98,10.98189713,7.51,662,4109.041667,80.6,0,False,True,False,False,False,False
233,1,0.1217,93.23,10.71441777,19.19,692,4440.041667,44.0,1,False,False,False,False,False,False
234,1,0.0933,95.87,10.50780352,2.69,697,4680.0,33.2,0,False,False,False,False,False,False
235,1,0.0996,95.94,10.1266311,14.16,692,1918.041667,33.7,0,False,True,False,False,False,False
236,1,0.128,554.37,11.03488966,19.22,677,3060.041667,69.5,0,False,True,False,False,False,False
237,1,0.1438,859.07,11.28978191,20.79,682,3059.041667,61.5,1,False,False,False,False,False,True
238,1,0.0838,472.68,11.2515607,7.96,772,5909.041667,0.0,0,False,False,False,False,True,False
239,1,0.1091,586.9,11.22524339,10.34,697,2669.041667,90.7,0,True,False,False,False,False,False
240,1,0.0964,224.69,9.878169745,21.23,772,5881.0,48.0,0,False,False,False,False,True,False
241,1,0.128,483.81,10.49460201,8.47,662,2670.041667,93.5,1,False,True,False,False,False,False
242,1,0.1217,399.55,10.08580911,14.5,672,1950.041667,43.9,0,False,True,False,False,False,False
243,1,0.1186,232.04,10.82774645,17.02,672,4380.0,94.6,0,False,True,False,False,False,False
244,1,0.0964,802.47,11.22524339,17.06,767,5691.041667,12.1,1,False,False,False,False,False,True
245,1,0.1091,304.9,11.16368368,18.96,692,5430.0,43.2,0,False,True,False,False,False,False
246,1,0.1249,836.23,11.27545477,7.99,692,4739.0,21.8,0,False,False,False,False,False,True
247,1,0.0775,124.89,10.08580911,6.0,752,2729.041667,12.1,0,False,False,False,False,False,False
248,1,0.1028,113.4,10.77895629,17.65,687,2070.0,55.4,0,False,False,False,False,False,False
249,1,0.1407,842.47,11.69524702,12.81,677,5340.041667,91.3,0,True,False,False,False,False,False
250,1,0.1091,817.41,11.19821472,22.13,737,9900.0,4.5,1,False,True,False,False,False,False
251,1,0.1596,421.65,10.46287474,20.82,667,6750.041667,48.9,0,False,True,False,False,False,False
252,1,0.0933,575.17,11.00209984,9.96,732,2732.041667,47.5,0,False,False,True,False,False,False
253,1,0.1312,405.03,11.56171563,18.25,667,4358.0,53.8,0,False,False,False,False,False,False
254,1,0.128,167.99,10.14564911,18.65,662,1380.0,72.3,0,False,True,False,False,False,False
255,1,0.0996,677.22,10.89857098,3.77,722,6149.0,39.5,0,False,True,False,False,False,False
256,1,0.1154,131.99,10.83863929,9.14,667,3990.0,92.6,0,False,False,False,False,False,False
257,1,0.0933,281.2,10.1266311,0.0,712,3360.041667,0.0,0,False,True,False,False,False,False
258,1,0.0964,802.47,10.77895629,9.78,742,2550.0,12.7,0,False,True,False,False,False,False
259,1,0.1091,505.16,11.61728548,10.86,687,3420.041667,93.6,0,True,False,False,False,False,False
260,1,0.0743,180.23,10.62861778,2.32,772,2610.041667,6.6,0,False,False,False,True,False,False
261,1,0.0933,798.84,11.51292546,1.57,762,6359.041667,0.1,1,False,False,False,False,False,True
262,1,0.0933,319.54,10.50506754,19.46,727,4470.041667,6.6,1,False,False,False,False,False,False
263,1,0.0964,32.1,8.517193191,18.0,702,1200.041667,26.0,0,False,True,False,False,False,False
264,1,0.0964,192.6,9.798127037,2.87,697,1199.041667,29.3,0,False,True,False,False,False,False
265,1,0.1407,764.64,11.81303006,3.66,672,5790.0,52.3,1,False,False,False,True,False,False
266,1,0.0712,30.94,11.69524702,0.65,792,3810.041667,3.8,0,False,False,False,False,False,False
267,1,0.0901,381.66,11.51961693,6.64,722,10290.04167,18.6,0,True,False,False,False,False,False
268,1,0.1249,301.04,11.00209984,4.64,662,2222.0,34.4,1,False,True,False,False,False,False
269,1,0.1438,687.25,11.32659589,16.05,667,2190.0,86.6,0,True,False,False,False,False,False
270,1,0.0964,320.99,11.1124479,3.6,712,2850.0,26.2,0,False,True,False,False,False,False
271,1,0.147,862.97,11.3736634,5.79,677,4739.0,75.2,1,False,False,False,False,False,True
272,1,0.0807,250.95,10.89673933,10.44,767,3449.041667,0.0,0,True,False,False,False,False,False
273,1,0.0743,87.01,10.28793329,3.96,767,3930.0,5.0,0,False,False,False,False,False,False
274,1,0.0775,62.45,10.08580911,2.4,742,2290.041667,55.8,1,False,False,False,False,False,False
275,1,0.1375,851.41,11.22524339,19.78,687,2399.041667,43.6,1,False,False,False,True,False,False
276,1,0.1059,244.09,10.59600954,12.1,687,4019.0,30.8,0,True,False,False,False,False,False
277,1,0.1438,687.25,10.65725935,15.7,672,3690.0,96.3,0,False,True,False,False,False,False
278,1,0.1122,656.86,10.55986701,14.04,702,1800.0,53.7,0,False,True,False,False,False,False
279,1,0.128,537.57,11.48440253,12.43,667,2580.0,63.0,0,False,False,False,False,False,False
280,1,0.0964,320.99,10.12502982,8.17,712,3300.0,63.0,0,False,True,False,False,False,False
281,1,0.0996,386.99,11.51292546,8.17,707,3839.041667,45.2,0,False,True,False,False,False,False
282,1,0.0838,315.12,11.58058411,2.28,742,4740.0,65.2,0,False,False,False,False,False,True
283,1,0.1059,292.91,10.16277015,5.56,682,1350.041667,39.5,0,False,False,False,False,True,False
